debtor_id,age_bracket,debt_amount,days_since_last_contact,prior_contact_attempts,time_of_day_last_contact,day_of_week_last_contact,partial_payment_history,true_p_email,true_p_sms,true_p_post,responded_email,responded_sms,responded_post
D101972,51-65,677.8,2,4,morning,tue,0,0.9482882101454826,0.7956047827647121,0.5564892761988816,1,1,1
D101973,26-35,176.62,47,3,evening,fri,0,0.18669702443887423,0.4900873883851554,0.11768403833987161,0,1,0
D101974,26-35,233.72,66,5,morning,sat,0,0.5239228375193904,0.024888937651607674,0.08920497511870655,0,0,0
D101975,26-35,231.86,38,1,morning,thu,0,0.08688498724714253,0.877732976522346,0.509843473242436,0,0,1
D101976,36-50,494.86,83,2,evening,fri,0,0.7766396307725846,0.3937494206665166,0.15496144440204151,1,1,0
D101977,65+,990.5,59,4,evening,mon,0,0.5118946853918838,0.21546014775918684,0.7507239543096039,1,1,1
D101978,51-65,340.81,3,2,morning,sat,0,0.48618588095977266,0.7235765863724166,0.8555421997508948,0,1,1
D101979,26-35,1447.22,48,3,morning,thu,1,0.03400954783072525,0.4742818633155937,0.351795190133091,0,0,0
D101980,51-65,548.66,34,2,evening,wed,0,0.6240575420010077,0.281273080218715,0.8099218437327266,0,0,1
D101981,26-35,198.08,11,1,night,sun,0,0.5545940556285068,0.5555628922855383,0.49584843021316594,1,1,1
D101982,51-65,515.86,85,2,afternoon,wed,1,0.5970679012120366,0.5482571360259313,0.6149948250967837,1,0,1
D101983,26-35,1136.09,20,3,evening,thu,1,0.41091514910573634,0.8578061862118442,0.46868097471291886,1,1,1
D101984,36-50,1478.02,7,2,afternoon,sun,1,0.3214533785261637,0.8731661264319561,0.30794204925751345,0,1,0
D101985,65+,712.09,20,1,evening,tue,0,0.5970667945880729,0.4949232269595519,0.4036059099603309,0,0,0
D101986,26-35,250.41,74,2,evening,thu,1,0.4531240271377842,0.6415328992372712,0.12218402619623167,0,1,1
D101987,36-50,201.34,53,0,evening,fri,1,0.9162635195634014,0.8429251853557531,0.3749252429651604,1,0,1
D101988,65+,410.95,73,0,evening,fri,0,0.5611821220952526,0.13071460893810918,0.9488773839138167,0,0,1
D101989,26-35,1103.87,41,0,afternoon,sun,0,0.09987138982290023,0.8435870539742802,0.09020329397140038,0,1,0
D101990,18-25,361.55,10,1,morning,wed,0,0.6079792731397412,0.8012117235220666,0.1316344385853092,1,1,0
D101991,36-50,368.37,34,3,evening,mon,1,0.8318733423693949,0.5724124017629177,0.34108446534273396,1,0,0
D101992,26-35,256.28,17,3,morning,wed,1,0.9359106720469765,0.5419377003477968,0.3112018527583778,1,0,0
D101993,18-25,182.16,50,5,evening,tue,1,0.7692611914548468,0.8376127388510415,0.48540522115493623,1,1,1
D101994,36-50,211.47,24,2,afternoon,sat,1,0.5416394764978848,0.5610394971155277,0.41929989868760476,0,1,1
D101995,51-65,276.41,87,1,morning,thu,1,0.9045430892379753,0.42926383588968403,0.5781803228570668,1,0,0
D101996,26-35,1148.59,33,4,evening,sat,0,0.09804753937283558,0.11785000394202325,0.15109704570415075,0,0,0
D101997,26-35,197.21,28,2,afternoon,wed,0,0.6480246503437929,0.5712452701104521,0.27145825188989253,0,0,0
D101998,51-65,256.56,88,0,evening,sun,0,0.7502619772334682,0.19802662128821796,0.4955624107534356,1,0,0
D101999,36-50,112.3,46,2,morning,sun,0,0.8843282015065653,0.5695922749394003,0.41320813245867427,1,1,0
D102000,51-65,466.36,15,3,morning,sun,0,0.9063148019986602,0.3338717451079165,0.9149308522113105,1,0,1
D102001,26-35,837.16,43,2,morning,fri,0,0.7672791226214923,0.06523207879169039,0.3321157895462556,1,0,0
D102002,65+,1055.79,22,3,afternoon,tue,1,0.5305550443300746,0.3015206161733006,0.6868859986002442,1,1,0
D102003,36-50,293.84,64,2,evening,tue,0,0.7667986623345752,0.14614545690037994,0.043837969017648366,0,0,0
D102004,18-25,410.31,51,0,afternoon,sun,1,0.6319028229744584,0.47488841564133344,0.5064944070339017,1,0,0
D102005,51-65,213.11,65,1,morning,sun,1,0.4786000025683876,0.7224194899105579,0.1766328986949034,1,0,0
D102006,36-50,393.55,84,2,night,sun,0,0.29927270858991006,0.058621889307367225,0.5610195688250738,1,0,0
D102007,18-25,324.59,65,2,morning,fri,0,0.8312521990923128,0.6840949739179715,0.33840352465261236,1,1,0
D102008,26-35,257.87,30,6,afternoon,sat,0,0.6077744883167443,0.3789773064181473,0.5641276532503661,1,1,1
D102009,36-50,276.99,18,2,evening,thu,1,0.9775202152724026,0.5252314621081385,0.41253100819440436,1,1,0
D102010,18-25,367.5,47,1,evening,tue,1,0.35312667521903474,0.5539050153781417,0.4438012791016197,0,0,0
D102011,26-35,187.78,40,3,afternoon,tue,0,0.480024297582985,0.707598830793529,0.5503323738378042,1,0,1
D102012,18-25,196.71,28,1,night,sat,1,0.5913243673715534,0.8313108662169085,0.2518705544012923,0,1,0
D102013,26-35,1137.54,73,1,afternoon,fri,1,0.6894210179362262,0.18135269307869417,0.5838810971583897,1,0,1
D102014,26-35,2805.93,81,2,morning,sun,0,0.06735443311299306,0.46817734889798135,0.3381690367916274,0,1,0
D102015,36-50,82.77,34,2,morning,sun,1,0.8754475502386707,0.30301314914395394,0.550339805548412,0,0,0
D102016,26-35,78.77,61,1,night,sat,0,0.6153053911322375,0.628548745660899,0.7811962789240297,1,0,1
D102017,18-25,103.4,88,4,afternoon,mon,0,0.10840644170402933,0.23570136145927142,0.40840157959456425,0,0,1
D102018,36-50,222.97,1,5,evening,tue,1,0.895292586296,0.5716589373938915,0.17966095008125105,1,0,0
D102019,26-35,547.96,32,2,morning,wed,0,0.7896739106294601,0.2914744987842646,0.6300431906444426,1,0,0
D102020,36-50,416.6,66,1,morning,mon,1,0.7663132833598052,0.4280251974104389,0.36725731630410985,1,0,0
D102021,18-25,285.67,44,0,evening,sun,1,0.18888273142345827,0.7303795348606578,0.6652165322210045,0,1,0
D102022,18-25,393.88,71,1,night,tue,0,0.22773197467622386,0.27212055556877296,0.38850386192465935,0,0,1
D102023,26-35,131.25,42,1,morning,wed,1,0.8199804961836931,0.8252005802463607,0.05392554224720752,0,1,0
D102024,36-50,196.43,5,3,morning,fri,0,0.47875184002579113,0.7088565776909191,0.6378050022844999,1,1,1
D102025,26-35,240.31,39,2,evening,mon,0,0.8245639479603977,0.9740289140928221,0.3162854656233294,0,1,0
D102026,51-65,58.8,36,3,afternoon,fri,0,0.8161444357982696,0.7031901392452772,0.4255510833383966,1,1,0
D102027,26-35,86.04,76,4,afternoon,mon,1,0.644995530449768,0.8656394367207491,0.3425482148653449,1,1,0
D102028,36-50,89.17,13,3,morning,sun,1,0.7597373607114807,0.20821971838952,0.7796717023569883,1,1,0
D102029,36-50,486.72,13,2,night,fri,0,0.5838190518491482,0.11375571013403982,0.24491048915282448,1,0,0
D102030,18-25,305.15,12,2,morning,wed,0,0.5339594685375877,0.6768940723239762,0.6468166739546204,1,1,0
D102031,36-50,424.09,51,3,afternoon,fri,1,0.3587542245326359,0.9052080101866113,0.18056210677668078,0,0,0
D102032,26-35,46.73,89,1,afternoon,wed,1,0.5704586051599903,0.9695126470596274,0.5491356427640312,0,1,1
D102033,26-35,64.38,55,5,morning,mon,0,0.5038497193171273,0.36229280967883504,0.555905669268559,1,0,1
D102034,18-25,444.48,73,4,afternoon,mon,0,0.6969980245576402,0.3737922962804787,0.4649075594121833,0,0,0
D102035,51-65,20.07,76,2,afternoon,tue,0,0.7742231061799888,0.5246160038587501,0.5738123575299493,1,1,1
D102036,65+,736.69,54,3,evening,fri,0,0.8112047432079539,0.21712877907449968,0.5582452371272314,1,0,0
D102037,18-25,47.42,54,3,afternoon,thu,0,0.16519591763996053,0.6108157871837465,0.20331091679471452,0,0,0
D102038,36-50,522.7,21,2,morning,tue,1,0.6631408730639402,0.7950128018843425,0.2589223603801919,0,1,0
D102039,51-65,109.98,86,1,evening,fri,1,0.9648690989780636,0.9506593595678299,0.45109832278136947,1,0,0
D102040,26-35,628.93,70,2,afternoon,wed,0,0.2674907857711727,0.8187399189278033,0.14334412829129536,1,1,0
D102041,51-65,4391.14,78,3,afternoon,tue,1,0.023131683758327422,0.4517180593582581,0.14836362956444696,0,1,0
D102042,36-50,31.63,88,0,morning,fri,0,0.5776628798178388,0.09953515902776346,0.846409113114291,1,0,1
D102043,65+,457.53,31,0,evening,thu,1,0.9681571005961631,0.7884277215353191,0.3375419894309948,1,1,1
D102044,65+,48.07,12,2,evening,fri,0,0.5549771285137416,0.23263205338444928,0.8870632986673956,1,0,1
D102045,18-25,359.28,77,2,evening,thu,0,0.5709706282443023,0.900049760574665,0.09435443636490023,1,1,0
D102046,26-35,203.14,42,1,evening,mon,0,0.7510998972383824,0.9023992278167461,0.16511735673117064,1,0,1
D102047,36-50,275.01,86,3,morning,mon,0,0.10949300105318605,0.5239665333715992,0.17208738810783825,0,1,0
D102048,18-25,107.71,62,1,night,mon,1,0.47401196523400035,0.5512637431300341,0.19843117914679317,0,1,0
D102049,26-35,493.98,23,2,morning,tue,0,0.4173232804181868,0.5289276706848889,0.6242347058561448,0,0,0
D102050,65+,66.45,31,2,afternoon,tue,0,0.8034229422938637,0.29966056137163366,0.802667870111998,1,0,1
D102051,18-25,748.05,54,2,afternoon,sun,0,0.7548146672836418,0.7285091537412571,0.23977880413311178,1,0,0
D102052,36-50,169.3,35,4,morning,sat,1,0.5845522006050481,0.6600032811473517,0.9622097797110345,1,1,1
D102053,51-65,69.24,25,3,afternoon,sun,1,0.6581773189988877,0.8549796493897327,0.6740408071953132,1,1,1
D102054,26-35,1028.07,18,9,morning,thu,1,0.9008802607187512,0.8828747660202424,0.4292185753045705,1,1,1
D102055,36-50,230.3,58,1,evening,wed,1,0.625826870818519,0.4023510466311016,0.37324212205889745,1,0,0
D102056,65+,1362.22,3,3,evening,wed,1,0.23435417695158392,0.5592548913724801,0.5297760075943182,1,1,1
D102057,36-50,734.52,8,3,evening,sun,0,0.8636035789504225,0.6041696392009696,0.29977858886653197,0,1,0
D102058,18-25,119.3,3,2,afternoon,wed,1,0.7169151724592594,0.8436277695277683,0.7082781231998404,1,1,0
D102059,18-25,226.67,66,4,afternoon,fri,0,0.4592691943010794,0.7943214335325582,0.4365284894792861,0,0,0
D102060,65+,272.85,2,0,evening,tue,1,0.983439636279027,0.7495263785764035,0.9422789760405681,1,1,1
D102061,26-35,966.49,37,3,afternoon,sun,1,0.16965604812391494,0.4515764308826344,0.26734482919602104,0,0,1
D102062,36-50,362.77,10,1,afternoon,fri,0,0.6960183800055415,0.5828411591822628,0.633153672841539,0,0,1
D102063,18-25,286.77,52,4,morning,sun,0,0.1088939143915129,0.44585242588921825,0.3778952756727042,1,1,1
D102064,26-35,204.41,3,4,morning,wed,0,0.6932633925252781,0.5047579424401495,0.5126522698458297,1,1,0
D102065,65+,233.81,2,2,afternoon,fri,1,0.6656638214658999,0.5626418935356104,0.5928936990121098,1,1,1
D102066,36-50,791.66,36,1,evening,tue,0,0.31846227170408675,0.19575148142651203,0.18859571012177717,0,1,0
D102067,65+,245.51,62,2,evening,thu,1,0.8345862151323243,0.5504593095671978,0.8424671384308665,1,0,1
D102068,26-35,171.49,9,3,night,wed,0,0.5028922802966597,0.904271273513768,0.6471160230345733,1,1,1
D102069,36-50,147.22,44,3,afternoon,mon,0,0.32284083971357375,0.5153987520127536,0.28355372434708814,0,1,0
D102070,51-65,148.65,72,2,afternoon,thu,0,0.287084749093135,0.6282390531996916,0.6789372365563574,0,1,0
D102071,26-35,69.28,56,2,evening,thu,1,0.77713905280225,0.7697269904974601,0.7805383765885557,1,1,1
D102072,26-35,124.54,67,2,afternoon,tue,0,0.17226364037986214,0.3161369659057127,0.27011804472490925,0,1,0
D102073,51-65,942.54,28,2,afternoon,wed,1,0.7098776830132936,0.9097096125255464,0.263362449822467,1,1,1
D102074,26-35,203.17,84,5,evening,mon,1,0.8472954548665736,0.08994741930667653,0.14994401733816654,1,0,0
D102075,36-50,461.26,13,3,afternoon,fri,1,0.8697668373371094,0.6727095970781701,0.38966108248872483,1,0,0
D102076,65+,26.29,54,6,afternoon,wed,0,0.3228246419383759,0.1307704942350407,0.5135331014986753,0,1,0
D102077,26-35,408.09,39,2,afternoon,mon,0,0.6448118682258812,0.9068720626988532,0.35488013564948745,0,1,1
D102078,26-35,211.62,2,3,evening,thu,0,0.35577702430621516,0.7728498894685466,0.3943369056279348,0,1,1
D102079,18-25,158.65,84,1,afternoon,sat,0,0.427822391699823,0.9526478963102771,0.24309513443624053,1,1,0
D102080,26-35,287.97,63,3,morning,sun,0,0.3373482182685664,0.4947704487844918,0.5258357944067148,1,1,0
D102081,26-35,156.61,20,2,morning,sun,0,0.3094291921751257,0.4402259142171489,0.22255311187709173,0,0,0
D102082,36-50,36.18,4,2,evening,tue,1,0.9263703389100313,0.324685272343391,0.8638540778334639,1,1,1
D102083,26-35,561.17,60,2,evening,tue,0,0.10793909060340429,0.8127366607169442,0.5862676296588721,0,1,1
D102084,36-50,304.51,49,0,night,sun,0,0.20560848347315352,0.23287439542693994,0.6929503931050677,0,0,0
D102085,26-35,184.46,4,1,evening,fri,0,0.4701733092416663,0.6714281363337761,0.25506219214968984,0,1,0
D102086,26-35,102.56,88,2,morning,thu,0,0.3614022907097639,0.8089606161801484,0.3123571616498111,0,1,1
D102087,26-35,65.18,64,3,morning,sat,0,0.7848005044420677,0.7676572092800752,0.5502782008888876,1,1,1
D102088,36-50,299.32,41,1,afternoon,mon,1,0.8938402263770464,0.49879567944972103,0.5185463832752918,1,1,1
D102089,36-50,1045.34,21,3,afternoon,thu,0,0.5515559268504255,0.33930402963538087,0.24115122188823107,0,1,0
D102090,26-35,293.79,24,0,evening,fri,0,0.72413523974975,0.28122205746946854,0.22627719004485358,1,0,0
D102091,51-65,70.49,40,3,afternoon,sun,0,0.5930855703213116,0.06170485479218491,0.3606832045015573,0,0,0
D102092,36-50,299.65,5,0,night,thu,0,0.8944352966143805,0.7897802801895378,0.22321739775150742,1,0,0
D102093,26-35,233.22,33,6,afternoon,thu,0,0.11631767953763514,0.7778281459983949,0.926365296147739,0,1,1
D102094,51-65,532.53,19,1,evening,sat,1,0.8711809303993042,0.6632395768120339,0.1921667005573404,1,1,0
D102095,26-35,422.45,10,2,evening,tue,0,0.525159585295849,0.7498927575857673,0.17663778188484597,1,1,0
D102096,18-25,20.0,11,0,afternoon,mon,0,0.7878375451421014,0.6612744607350739,0.5413393608048509,1,1,0
D102097,36-50,399.7,31,2,evening,thu,0,0.791958120913329,0.8553301841389979,0.2719425019808107,1,1,1
D102098,18-25,99.17,34,3,evening,fri,1,0.8144531564490652,0.3570613512321857,0.3557889092788243,1,0,0
D102099,26-35,68.06,31,2,evening,thu,0,0.9243307788902291,0.5764352090012584,0.495041510268423,1,0,1
D102100,51-65,206.52,62,1,evening,fri,0,0.30383536528753924,0.46919920122877223,0.7793596119052383,1,0,0
D102101,18-25,354.2,46,0,afternoon,tue,0,0.7764604689020925,0.706999081365388,0.2677805820404538,1,1,0
D102102,51-65,55.89,17,5,afternoon,mon,0,0.6309274361145588,0.4648028037339962,0.7732205291654215,1,1,1
D102103,65+,461.33,87,0,evening,sat,0,0.3540576590310989,0.13791878841106114,0.20338416384391594,0,0,1
D102104,36-50,486.39,65,3,evening,sat,0,0.9032093202736644,0.49373518031173347,0.2523275072568283,1,1,0
D102105,36-50,255.26,42,4,evening,fri,0,0.7862408067654514,0.19308370788874724,0.5586499982023313,1,0,0
D102106,36-50,112.07,4,3,afternoon,wed,0,0.6433021623502948,0.5802974475439545,0.8894724887435116,1,1,1
D102107,65+,101.35,82,2,morning,wed,1,0.8316657554603886,0.4842333265813225,0.5000666501066549,1,1,0
D102108,26-35,616.06,67,0,afternoon,thu,0,0.5161366701393498,0.4867522581114307,0.1295637354179461,0,1,0
D102109,26-35,62.8,41,1,night,wed,0,0.3956020368967779,0.6436318605503392,0.49805639528468,1,1,0
D102110,36-50,637.8,14,6,afternoon,tue,0,0.36353767712485846,0.5124674719949014,0.4273948667219651,0,0,0
D102111,36-50,210.89,9,1,afternoon,wed,0,0.8201502453836897,0.2041224681588188,0.2989759853543103,1,0,0
D102112,26-35,224.47,26,1,morning,wed,0,0.4832283775358681,0.2709870061468835,0.14696361633605692,1,0,1
D102113,36-50,52.6,20,2,afternoon,thu,0,0.7773099825214144,0.6398295973386893,0.33984853532517256,1,1,0
D102114,18-25,214.42,18,4,afternoon,wed,0,0.7252014920609017,0.5505789814577885,0.4691699450345211,1,0,0
D102115,65+,425.06,36,3,evening,thu,0,0.5980858830462973,0.21246752591770274,0.5596430643232579,0,0,1
D102116,26-35,73.5,4,4,morning,sat,0,0.9222131863394478,0.7768571452485341,0.7087471356929351,1,1,0
D102117,18-25,383.28,29,4,afternoon,wed,0,0.4403266697602425,0.39557052491632727,0.2829960901009641,1,0,1
D102118,18-25,265.1,78,1,morning,mon,0,0.7613365033280628,0.09736201310614852,0.4582282454267879,1,0,1
D102119,26-35,137.09,77,1,morning,sat,0,0.7347000148868889,0.8669428309853413,0.4285344055576512,1,1,0
D102120,26-35,528.06,0,3,evening,tue,0,0.9011825278512471,0.8990471905174872,0.28391867839958973,1,1,0
D102121,18-25,33.72,61,4,night,sun,0,0.7323452320017511,0.7922314428257808,0.5409133628945011,1,1,1
D102122,26-35,334.29,89,1,evening,thu,0,0.13876845303635535,0.24878597271647485,0.11434804041170699,0,1,0
D102123,26-35,1050.99,52,4,evening,thu,1,0.5618247866536903,0.5792237025454415,0.27899468261669896,0,1,0
D102124,26-35,894.22,35,2,morning,wed,0,0.4245046226601837,0.25354777816230095,0.24858392443833818,1,0,1
D102125,26-35,347.52,44,4,evening,fri,0,0.5634491875153774,0.5678332980802858,0.4454607570444296,1,0,1
D102126,26-35,186.51,19,1,afternoon,fri,1,0.7048093148232485,0.7484631302565385,0.6899048388121249,1,0,1
D102127,26-35,138.07,35,2,evening,sun,0,0.45387833349840945,0.3335090780416396,0.20043402362798993,1,0,0
D102128,18-25,186.3,84,3,evening,mon,0,0.1694615374610857,0.6924277330675617,0.12227656950636186,0,1,0
D102129,18-25,399.19,55,3,afternoon,tue,1,0.5556002313787909,0.6620770736906056,0.43444351557139493,1,0,1
D102130,26-35,118.33,38,0,afternoon,tue,0,0.8634231809067765,0.941745661153902,0.10826842936140452,1,1,0
D102131,51-65,483.8,11,3,morning,tue,0,0.48051050552631785,0.49636884922904734,0.7885530196303341,1,0,1
D102132,65+,1668.77,81,1,afternoon,sun,0,0.15982374879720943,0.008901242991863862,0.4903971740158581,0,0,1
D102133,65+,231.44,14,2,afternoon,mon,0,0.4790825326536847,0.09244002976860861,0.376191919724881,1,0,0
D102134,36-50,72.97,64,2,night,mon,0,0.2491821217730239,0.8831366467974279,0.18015837011861574,0,1,1
D102135,36-50,72.95,27,2,morning,thu,1,0.7567658851689664,0.6015909267389596,0.673492042317969,1,1,1
D102136,26-35,492.21,25,2,evening,tue,0,0.6972758047661324,0.7211052605545857,0.44519126340876125,1,1,1
D102137,51-65,231.88,15,1,afternoon,wed,0,0.9160730571318708,0.5517599592095032,0.36929362521087516,1,0,0
D102138,51-65,538.69,33,3,morning,fri,1,0.35355179546470356,0.8415485048151315,0.6188811090940809,0,1,1
D102139,51-65,151.37,60,1,afternoon,thu,1,0.7524500621458181,0.13262675196694398,0.3578511087712114,1,1,0
D102140,51-65,516.75,37,0,afternoon,sun,0,0.8497661076114637,0.7535598710777605,0.47638634679097003,1,0,0
D102141,26-35,212.2,2,1,afternoon,thu,0,0.4137401258550654,0.9270550838927931,0.7837511114539057,0,0,1
D102142,51-65,126.56,23,0,afternoon,sun,1,0.942503086640446,0.6254894832222098,0.9601464956144659,1,0,1
D102143,51-65,170.56,14,4,morning,tue,1,0.6427840597731512,0.7035190500090747,0.6239166457262978,1,1,0
D102144,26-35,83.32,36,0,afternoon,tue,1,0.8954841315235782,0.7350289615235346,0.6396998260889052,1,1,1
D102145,65+,1466.19,81,2,evening,wed,1,0.34335954028504695,0.048119444320080786,0.7586796131538955,1,0,1
D102146,18-25,224.36,86,2,evening,mon,1,0.6695211545142854,0.8106664859906075,0.09143960203204239,1,1,0
D102147,65+,437.06,89,1,morning,mon,0,0.8312237263600013,0.28678364168596104,0.3147695247188106,1,1,0
D102148,51-65,150.93,10,2,evening,wed,0,0.7226100868611599,0.6267593964709568,0.09608038979515031,1,1,0
D102149,18-25,94.94,43,0,night,thu,0,0.6973773459295807,0.798581799517423,0.482108063523483,0,1,1
D102150,36-50,198.25,4,2,morning,tue,1,0.8593857168966403,0.5854837351334797,0.929367692352597,1,1,1
D102151,18-25,659.23,44,2,morning,tue,0,0.20885786565833422,0.8974426085650259,0.5852268358101206,1,0,0
D102152,51-65,153.14,51,2,morning,mon,0,0.5833990137832591,0.4259087490021982,0.5540799814306937,1,0,0
D102153,51-65,111.78,69,2,morning,mon,0,0.5327039285030606,0.5254444344905792,0.5008185272118525,0,0,1
D102154,36-50,281.44,30,5,evening,sun,1,0.3072457372387276,0.4707529299304786,0.452670815058545,0,1,1
D102155,51-65,383.42,3,4,evening,mon,0,0.7683808498233552,0.7590394249353425,0.7981979760969521,0,1,0
D102156,18-25,1073.38,40,1,afternoon,fri,1,0.6626070562400005,0.7530436594013498,0.46177580023405324,0,1,0
D102157,26-35,336.43,38,2,afternoon,sat,0,0.7327791357308079,0.559440410254186,0.38510586835916344,1,0,0
D102158,26-35,436.85,56,0,evening,tue,0,0.8855301411576578,0.8681127739236851,0.14342414470632164,1,1,0
D102159,18-25,467.48,8,2,morning,tue,0,0.7483505263894471,0.2969173051984039,0.5043633436895821,0,0,1
D102160,26-35,86.69,55,0,morning,wed,0,0.4794087619644191,0.5914996714660268,0.34762983044498097,1,0,0
D102161,26-35,102.82,36,4,morning,fri,1,0.5715868696699348,0.5783487520056254,0.6006337613506862,1,0,0
D102162,26-35,92.25,66,4,evening,mon,0,0.7431084736498972,0.6506559141810241,0.6078296303128994,1,1,0
D102163,26-35,73.78,88,2,evening,sat,1,0.7087244648955984,0.6821657872512594,0.12212917177895877,1,1,0
D102164,51-65,500.65,20,0,evening,wed,1,0.8090044242752843,0.651475009337318,0.6043281602865841,1,1,0
D102165,26-35,317.68,67,2,evening,thu,0,0.31896875995518587,0.3783231061968195,0.2427381746928046,0,0,1
D102166,51-65,262.84,11,3,morning,sun,0,0.4549917815639918,0.4309995610928087,0.4206149786294436,1,1,1
D102167,26-35,23.73,88,6,afternoon,mon,0,0.5653350802807654,0.5294357304398108,0.11781351069838543,1,0,0
D102168,26-35,1556.09,43,2,evening,sun,0,0.04664337932283324,0.3811255738260738,0.15937930455161115,0,1,0
D102169,36-50,109.42,67,3,night,fri,0,0.05864851904248089,0.686489330755192,0.18711374919920667,1,1,0
D102170,26-35,1550.96,69,0,afternoon,wed,0,0.5156260649723874,0.6243404818795345,0.505750791493946,0,1,0
D102171,26-35,66.4,54,3,morning,mon,1,0.5305596885336242,0.7153615175957767,0.5889904671270246,0,1,1
D102172,36-50,117.78,34,0,night,mon,1,0.8206454463755233,0.13687533487451004,0.6904424781027444,0,0,1
D102173,26-35,33.7,67,3,afternoon,sat,1,0.8999838636552212,0.5761942971031838,0.09736717730306678,1,0,0
D102174,26-35,338.97,42,4,afternoon,wed,0,0.25819700780980387,0.7367606359735595,0.8212355345090793,0,1,0
D102175,36-50,90.82,59,2,morning,sat,0,0.18047738911506417,0.3483472966881826,0.3325646398096253,1,1,0
D102176,26-35,93.16,55,3,morning,sat,1,0.5306672416920486,0.7230635162799006,0.8645248625740746,1,1,1
D102177,51-65,71.15,41,3,evening,wed,0,0.49406516432508846,0.3918661963810319,0.7305219091671444,1,0,1
D102178,26-35,492.56,10,1,evening,wed,1,0.7694087033282584,0.8472701888028725,0.45038756096619803,0,1,1
D102179,65+,464.2,26,1,afternoon,tue,1,0.8314299939653185,0.8318562508762878,0.9694962040267414,1,1,1
D102180,51-65,1249.91,84,1,morning,fri,1,0.5595267215651424,0.5609218406843773,0.7175554881357301,0,0,1
D102181,65+,132.01,46,4,afternoon,fri,0,0.5616590855735836,0.09671791220858812,0.5902243520211939,0,0,0
D102182,51-65,297.95,57,1,afternoon,wed,1,0.9014083549821397,0.16232125786947002,0.5505817685979134,1,0,1
D102183,18-25,76.68,23,0,afternoon,thu,0,0.7913932577076294,0.8541128811737859,0.6423426136469653,1,1,1
D102184,36-50,180.99,63,4,morning,thu,0,0.4982828676288903,0.7163735516453849,0.2806857872297729,1,1,1
D102185,26-35,153.4,43,6,evening,tue,0,0.6771222618850438,0.17064603996466599,0.25530789163999634,1,0,0
D102186,51-65,371.67,19,2,night,thu,0,0.16338059558501572,0.391193227939894,0.40995490479986224,0,0,1
D102187,36-50,611.14,13,2,afternoon,sat,0,0.8306788450168278,0.9306267384478796,0.26133684332945867,1,1,0
D102188,26-35,597.03,35,3,evening,sun,0,0.4783724477334651,0.4687874348214012,0.19849911011352184,1,1,0
D102189,65+,114.6,50,2,evening,wed,0,0.3140039230800914,0.8967082354300603,0.9315743329595065,0,1,0
D102190,18-25,601.02,25,2,morning,tue,1,0.4516121150347195,0.5907392484214556,0.7041321626427699,1,0,1
D102191,36-50,235.17,22,3,night,sun,1,0.8194901719150006,0.39156358191549717,0.6547261966804657,1,0,1
D102192,36-50,182.7,24,2,afternoon,sun,1,0.5831173904651835,0.4488830353564093,0.4383400796098815,1,1,0
D102193,18-25,129.33,26,1,evening,sat,0,0.6661537025324047,0.37603987210294176,0.2273004539662401,1,0,0
D102194,36-50,147.83,66,1,afternoon,wed,1,0.896359710475234,0.1965615559155791,0.4581083932413655,1,0,0
D102195,51-65,1173.89,44,2,afternoon,tue,0,0.4554494335775949,0.2814415542934132,0.8703946257724113,0,0,1
D102196,18-25,322.68,42,2,evening,fri,0,0.28649496859688983,0.7176118294862639,0.39207667416176667,1,0,0
D102197,36-50,286.33,14,1,evening,tue,0,0.7502534797781087,0.431337369899911,0.671041258009028,1,1,0
D102198,26-35,193.25,49,2,morning,sat,0,0.17968642982469166,0.4309659781198921,0.4221218463546209,0,1,1
D102199,36-50,2211.4,86,1,evening,wed,0,0.15502573991265164,0.5840065871270289,0.1385261799145214,0,1,0
D102200,18-25,791.96,67,3,night,wed,0,0.06290930670934396,0.7314861829607375,0.30706876842881053,0,1,1
D102201,65+,127.87,40,6,evening,sat,1,0.5721549961570201,0.2804924960337205,0.47008525858586836,0,1,1
D102202,51-65,191.28,27,3,evening,wed,0,0.3463569778466475,0.594517713196233,0.8194216914634324,1,0,1
D102203,26-35,201.78,31,2,morning,mon,0,0.6314756874513782,0.24943102172186848,0.21575658080549295,1,0,0
D102204,26-35,279.02,2,1,afternoon,sat,0,0.8684634305993367,0.7631390859074731,0.27273782784484885,1,1,1
D102205,36-50,130.18,2,2,morning,wed,0,0.9168607622267793,0.6218792583649436,0.7017842616356114,1,0,0
D102206,36-50,363.19,69,3,evening,fri,1,0.36422936437102343,0.43349679973849303,0.33779480275118706,1,1,1
D102207,26-35,904.05,75,4,evening,fri,0,0.20250777287987293,0.43740955531812303,0.24347133308419758,0,1,0
D102208,26-35,75.02,87,3,night,mon,0,0.5681290670328143,0.4282179015394224,0.028465042395797762,0,0,0
D102209,18-25,88.65,56,2,morning,mon,1,0.7646657635794825,0.4308159183899948,0.3566169930164281,0,0,0
D102210,65+,158.41,83,3,night,sat,0,0.16475005526940756,0.5635749473008714,0.7720624588575219,1,0,1
D102211,36-50,165.15,37,1,night,mon,0,0.44233857547454764,0.7554513880646694,0.31389784880693944,0,1,0
D102212,51-65,1478.26,22,4,evening,wed,0,0.418351830772677,0.23408526855628742,0.619046379027947,0,0,1
D102213,36-50,602.77,22,3,evening,sat,0,0.15340794068456703,0.10719774576758044,0.42526111567660557,0,0,1
